time,cat_name,state,lick,bout,water
2025-10-17 21:06:59.632,unknown,0,1,0,1.08719
2025-10-17 21:06:59.152,unknown,1,1,0,1.08848
2025-10-17 21:07:01.376,unknown,0,1,0,1.08477
2025-10-17 21:07:01.432,unknown,1,1,0,1.0892
2025-10-17 21:07:01.504,unknown,0,2,0,1.08469
2025-10-17 21:07:02.504,unknown,0,0,0,1.08767
2025-10-17 21:07:08.800,unknown,1,0,0,1.0946
2025-10-17 21:07:09.928,unknown,0,0,0,1.08671
2025-10-17 21:07:14.432,unknown,1,0,0,1.09186
2025-10-17 21:07:14.480,unknown,0,0,0,1.08542
2025-10-17 21:07:14.632,unknown,1,0,0,1.08397
2025-10-17 21:07:15.720,unknown,0,0,0,1.08944
2025-10-17 21:07:19.664,unknown,1,0,0,1.09234
2025-10-17 21:07:20.016,unknown,0,0,0,1.08654
2025-10-17 21:07:23.808,unknown,1,0,0,1.09758
2025-10-17 21:07:24.040,unknown,0,0,0,1.0838
2025-10-17 21:07:27.856,unknown,1,0,0,1.08082
2025-10-17 21:07:28.064,unknown,0,0,0,1.08163
2025-10-17 21:07:36.296,unknown,1,0,0,1.08824
2025-10-17 21:07:37.656,unknown,0,0,0,1.08203
2025-10-17 21:09:48.832,unknown,1,0,0,1.04852
2025-10-17 21:09:50.016,unknown,0,0,0,1.04287
2025-10-17 21:09:54.560,unknown,1,0,0,1.05472
2025-10-17 21:09:55.728,unknown,0,0,0,1.04255
2025-10-17 21:09:59.200,unknown,1,0,0,1.05182
2025-10-17 21:10:01.392,unknown,0,0,0,1.04005
2025-10-17 21:10:01.568,unknown,1,0,0,1.04053
2025-10-17 21:10:01.624,unknown,0,0,0,1.0548
2025-10-17 21:10:05.040,unknown,1,0,0,1.05198
2025-10-17 21:10:07.808,unknown,0,0,0,1.05714
2025-10-17 21:10:11.960,unknown,1,0,0,1.04586
2025-10-17 21:10:12.096,unknown,0,0,0,1.05246
2025-10-17 21:10:17.656,unknown,1,0,0,1.0519
2025-10-17 21:10:18.768,unknown,0,0,0,1.04449
2025-10-17 21:10:23.312,unknown,1,0,0,1.05778
2025-10-17 21:10:23.368,unknown,0,1,0,1.04827
2025-10-17 21:10:23.448,unknown,1,1,0,1.03957
2025-10-17 21:10:24.976,unknown,0,1,0,1.05408
2025-10-17 21:10:25.984,unknown,0,0,0,1.04795
2025-10-17 21:10:30.376,unknown,1,0,0,1.04778
2025-10-17 21:10:31.800,unknown,0,0,0,1.04754
2025-10-17 21:10:31.880,unknown,1,0,0,1.05343
2025-10-17 21:10:31.944,unknown,0,1,0,1.04344
2025-10-17 21:10:32.952,unknown,0,0,0,1.04924
2025-10-17 21:10:36.336,unknown,1,0,0,1.03941
2025-10-17 21:10:37.888,unknown,0,0,0,1.04739
2025-10-17 21:10:42.784,unknown,1,0,0,1.04295
2025-10-17 21:10:45.752,unknown,0,0,0,1.04045
2025-10-17 21:10:52.936,unknown,1,0,0,1.05424
2025-10-17 21:10:54.288,unknown,0,0,0,1.0494
2025-10-17 21:11:00.976,unknown,1,0,0,1.05246
2025-10-17 21:11:02.376,unknown,0,0,0,1.04875
2025-10-17 23:12:06.888,unknown,1,0,0,1.01197
